142681150308102146	Corazón partío: España e Irlanda se enfrentarán en la Eurocopa.	N	EvaORegan
142687408129982464	Transparencia Internacional España ocupa n. 31 en ranking 182 pdetrás Detrás de Chipre, Emiratos Arabes, Qatar...urge ley transparencia ya	N+	sanchezcastejon
142688031785226240	RT @FanClubMASes: Éstas Navidades regala solidaridad:#positivegeneration (cont) http://t.co/BksU1DZv	P	AlejandroSanz
142690669536886787	¿Crisis de identidad? RT @LoidaLois @EvaORegan ¡¡¡Tú eres española por encima de todo!!!	N	EvaORegan
142691468224626688	El Teleton hace un gran servicio social. Y voy a apoyarlo por supuesto. RT @karlagglez: (cont) http://t.co/Hs601N32	P+	AlejandroSanz
142692535503028224	Cospedal debería pedir perdón por mentir y utilizar de forma demagógica la rebaja sueldo funcionarios...la que ahora aplica sin pudor	N	sanchezcastejon
142696986603302912	Así me gusta, Mónica “@moniromaba: @pedroj_ramirez. A la orden jefe. Cualquiera te va a discutir. Ipad+orbyt+trabajo.”	P+	pedroj_ramirez
142697926290980865	Eso es amigos. RT @HombresSanzeros: @AlejandroSanz #NavidadSanzeraSolidaria Todos a comprar (cont) http://t.co/y4OUji31	NONE	AlejandroSanz
142698835578327040	Hace cinco meses el PP me comunicó por escrito que su interlocutor preferente era IU. Ello le permitió gobernar. Ahora pide consensos.	P	GFVara
142700153919377408	Bienvenidos a la Brigada anti-Vara, pero esta región tiene un problema más. IU deja tirado a Monago 5 meses después de su nombramiento.	N+	GFVara
142700988762038272	@GFVara la ley del embudo...característica de la derecha española. Animo	N+	sanchezcastejon
142712535869689857	Eso no es cierto, nos llevamos de maravilla. RT @Deyra_love_BTR: @AlejandroSanz  ¬¬ POR QE!!! (cont) http://t.co/7DyF7Sus	P+	AlejandroSanz
142716125346668544	España se pone a 1 punto de ganar su quinta Davis.Sevilla, d nuevo talismán.Mañana,22h @giraldatv.es http://t.co/Ns8tOZqR	P+	nachodoral
142718656571379712	Bueno: España a un punto de ganar la 5ª Copa Davis. Felicidades al equipo!!!	P+	marodriguezb
142736560624902144	Durante la campańa, Cospedal decía lo que oía en casa, ahora ya hace lo que oye en casa. http://t.co/caqPmxJM	NONE	RodolfoIrago
142737411007459328	@SSantiagosegura @angyfdz @flofdez BORRADO ESTÁ AMIGUETES!! UN ABRUZO!!;)	P+	Carlos_Latre
142739315879976960	Para nadaaaa... Sabeis que no es asi. A veces no coincidimos, es todo. Os mando mucho cariño,RT (cont) http://t.co/NWQIgoK5	P+	AlejandroSanz
142746097071304704	Adiós al día en el q casi ha culminado el "destape" dl Estado de Bienestar? q nos va a quedar después d q se lo gastasen casi todo	N	carmenmorodo
142753858559553536	Auan, apeich, agromenauer... Lucas Grijander y su progenitor... http://t.co/q957CpTB	NONE	SSantiagosegura
142760416379015168	"La risa ilumina las almas que están bañadas de tristeza, la sonrisa es la tibia caricia para la helada soledad" W.H. Patrick	P+	SSantiagosegura
142862083837530112	Detener la carrera nuclear de Irán debería ser una prioridad estratégica máxima para Occidente.	N	Ignacos
142886992848494592	A ver si lo entiendo: como Banco Central Europeo no puede prestar a los Gobiernos, prestará al FMI para q este, q si puede,lo haga. Europa!	P	sevillajordi
142889010551984128	Altos cargos recelan del exhaustivo traspaso de poderes. Aseguran que se ha convertido en fiscalización . http://t.co/zto5m1tw	N	Fgarea
142896028348203009	Buenos dias, que buenos eran/siguen siendo Talking Heads...	P+	sanchezcastejon
142906509758701569	@SSantiagosegura jijijiji y el q se sibe a la mesa dl jurado es el verdadero Manolo Escobar!!;)))) haciendo d Lady Marmalade!!!;)) jojijii	P+	Carlos_Latre
142907037939011584	#malaga Plaza de la Merced   @ Plaza de la Merced http://t.co/4xScGs1a	NONE	mariviromero
142912219972247552	Los resultados preliminares en Egipto auguran un profundo cambio con consecuencias regionales.Falta voto rural q atenuará algo resultados.	N	javiersolana
142926609215799296	Tranquilidad en las carreteras en el segundo día de Puente de la Constitución - http://t.co/NRk2uftQ	P+	anabelenroy_tve
142928818708029440	Gracias por la hospitalidad!!! ;-) RT @IsabelaTortlini Bienvenido DON @aarbeloa17 a mi humilde morada ;)	P	aarbeloa17
142933511345668097	En el Espolón, conmemorando el Día de la Discapacidad http://t.co/52olz4vl	P	cucagamarra
142935206737887232	Así es el belén del Ayuntamiento http://t.co/S6Ocgz6i	NONE	mariviromero
142935376787554304	Los vándalos le arrancan de nuevo el lápiz a Picasso http://t.co/LfyNuArl	N+	mariviromero
142936416949780481	Esto es apoyar de verdad: La @DiputacionMLG  reducirá impuestos a 96 pueblos http://t.co/VIGtaT1k	P	mariviromero
142937245148651521	Un poco d agua fria despues dl entrenamiento esta mañana. Ahora a comer un poco d pasta y descanso total para esta noche q sera muy dificil!	N	cesc4official
142938216415240192	Que corra el Dewars!!!“@DewarsSpain: @jordievole @buenafuente @julia_otero @santi_millan gracias Jordi”	P	Buenafuente
142938533374607360	Detenida la jefa de una prestigiosa ONG rusa de control electoral http://t.co/leWFa7BO	P+	mariviromero
142938884559478786	Porque no tenemos programa. Gracias @KimyTwitera: @Buenafuente buenafuente por q ya no dais tanta risa???¿¿¿¿???”	N	Buenafuente
142940119492603904	Mi artículo en ESD: "La testarudez del consejero de Salud riojano pone a Sanz en la picota"  http://t.co/M9poedN7	N	Amartinbeaumont
142940880964296705	Noelia, Noelia, Noelia...“@njimenez79:  Me parezco a @pedroj_ramirez en el manejo del iPad. A ver si empiezo a parecerme en lectores!”	NONE	pedroj_ramirez
142947177998716928	Sinceramente, estoy observando la zona de " recreo" psiquiátrica del H.Civil y es patético lo que veo http://t.co/vE8BhpJs	N+	mariviromero
142957892537024512	Con Fina, mi mujer, amigos y el reparto de "Iceberg", nueva película de Gabriel Velázquez.Por Gabri no pasan los años. http://t.co/n2chJhTr	P+	alferma1
142966192158683136	. @diario_sur así esta la zona de "recreo" psiquiátrica en el Hospital Civil . Patético . Son personas http://t.co/QDcW1amA	N+	mariviromero
142967218228035584	Me reservo dónde y cómo deposito mis ahorros con mi familia. Sólo estoy obligado a la trasparencia pública aunque veo que hay mucho experto.	N+	GLlamazares
142997519004213248	Bien que lo siento si es así.La UE Dila la bienvenida ayer.Esperemos que aun salga adelante.	N	javiersolana
143002689222082560	RT@FranHervias:UPyD pacta con Cascos para tener grupo.A pesar d que en 2008 decían que no era lícito este tipo d pactos http://t.co/fG5cVwM9	NEU	Albert_Rivera
143002891786006528	Bueno, a ver qué hace el Madrid. Lo comentamos dentro de un rato con Edu en Radio Marca.	NONE	marodriguezb
143009263600664577	Señora  @mjmonteroc mire usted el estado de la zona de " recreo" de psiquiatría del Hospital Civil de #malaga http://t.co/UAAABf17	NONE	mariviromero
143011211649363968	GRACIAS AMIGOS!!! YA SOMOS 200.000!!!;)	P+	Carlos_Latre
143011541967568896	Ey @ivangeba que si esta aquí la Consejera de Salud @mjmonteroc	NONE	mariviromero
143012563263815681	@Carlos_Latre Twitcam, Twitcam, Twitcam, Twitcam, Twitcam, Twitcam !!!	NONE	SSantiagosegura
143016539292041217	Ojala en España fuera igual RT @cdperiodismo: En Brasil se necesitará diploma para ejercer el periodismo http://t.co/SroI6DhX	NEU	PabloAIglesias
143027966543278081	Preciosa de verdad - Perdóname by Pablo Alborán, from #SoundHound http://t.co/u0CAbR3X	P+	mariviromero
143056921610563586	Ataque de inyección SQL masivo http://t.co/q4usPkRL	N+	Cepeda
143062944438161409	Descansando 2 http://t.co/1legIDgw	NONE	Buenafuente
143070052793581568	Mira @sblanco nuestro árbol ;-)) http://t.co/gjBkxMpv	P+	mariviromero
143108403655483392	Je,je!!! Eso es bueno @mkreyes80: @Buenafuente me has hecho llorar... De risa!”	P+	Buenafuente
143140299236065280	RT @Nosesiaporto: Vamos Chilenos ! ultimo esfuerzo! al banco! queda poco y lo lograremos!!! La teleton te necesita!!!	P+	AlejandroSanz
143152217447346176	Ya estamos. ¿Por qué no me duermo? Lo voy a intentar, no debe ser tan difícil.	P+	alexdelaIglesia
143165770904510464	RT @Betolash: A ver Pau ¿cuánto es 4x4? Un jeep todo terreno maestra #MultiplicoComoPaulinaRubio ja ja ja muy bueno!	P+	PaulinaRubio
143239663631601666	Por qué los medios de comunicación se han llenado de anuncios oficiales? No había q recortar el gasto publico? Quien lo denuncia?	N	sevillajordi
143248510572179457	Buenos dias y mil gracias RT @pvcmalaga: Buen día @mariviromero,mi concejala favorita.	P+	mariviromero
143256062743691264	. @JavierArenas_PP  critica que @PepeGrinan pida a @MarianoRajoy una reunión que niega a sus alcaldes  http://t.co/5oMAB1Us	N	mariviromero
143257242660110336	. @MarianoRajoy :  "Salir adelante no es tarea de un Gobierno solo"  http://t.co/mJSq4fz1	NONE	mariviromero
143270558614814720	Krugman: la austeridad está matando al euro http://t.co/CbRL2Rj8 via @el_pais	N	carlosecue
143281884145786880	.@sgueina: "¿quién es el tapado del PSOE? La respuesta está en mi blog http://t.co/aFKafvRL” ¿Sólo ha leído dos libros?"  Era una metáfora.	N	javiercasqueiro
143288518163181568	.@rutenca .@sgueina "el tapado ha leido más de 2! es licenciado en historia contemporanea y master en integración europea..” Viva la ironía	NEU	javiercasqueiro
143302306111303681	;-)) RT @cacmalaga: http://t.co/AFmBIYxK @cacmalaga #arte #cultura #pintura #museo #museums	P	mariviromero
143303733898510336	Políticos q no responden. "En ningún país dl mundo homologable al nstro se tolera semejante práctica" http://t.co/7hoIl9HR via @antonlosada	N+	EvaORegan
143307115291877376	@EvaORegan @antonlosada Obviamente, contar que son declaraciones q no ha permitido preguntas.	N	EvaORegan
143309719174529025	No podía faltar, dominguito en mi tierra y final de la Davis. Con el cuñao (@carlos_muela ). http://t.co/l28AOIdR	P	SergioRamos
143311475430260736	Palmas por sevillanas para animar a Rafa!! #sevillaciudadtalisman #copadavis	P+	zoidoJI
143314613625290752	Recién llegada a Madrid!!por fin en casitaaa pero que frío!!No me quiero ni imaginar como hará en la sierra y mas cuando sea de noche....	NEU	Edurnity
143316804259942400	Retazos de una primera dama http://t.co/168s72nj	NONE	mariviromero
143317693754380288	'Chico & Rita', premio europeo a la mejor cinta de animación http://t.co/FF7giIse	P+	mariviromero
143324562891870209	Vamos equipo!! Vamos Nadal!! Toda España esta en tu mano!! Eres el mejor y contigo todos vamos a ser Campeones!! También ELORRIO	P+	carlosdavidgf
143342564567810048	Otro passing escalofriante sobre la linea pone a Nadal 5 a 1 en el tercero.La ensaladera, mas cerca.#VamosRafa #CopaDavis ole @RafaelNadal!!	P+	nachodoral
143345387305041920	Buen artículo de LD. Hay que arrimar el hombro. La Asociación de Ayuda a las Víctimas del 11-M, al borde del cierre http://t.co/RYYX6ksH	NEU	pedroj_ramirez
143346236257337345	Dicen q esta el Rey en la Cartuja. Hoy es el DiA en q TVE tendría q sacarle todo el rato,hacer patria. Sera la imparcialidad...	P	PilarGGranja
143353252459712512	Menudo break en blanco ha logrado DelPotro. Vamos a sufrir hasta el final. Los hinchas argentinos descentran a Rafa.	NEU	pedroj_ramirez
143354376042463233	“@BeaGarciaCHV: @Edurnity mi segundo apellido es camello! Tendré algo que ver con los reyes magos???”te doy mi carta y se la das??jajja bss!	P+	Edurnity
143354541075726336	“@marinitaMF: @Edurnity Ojo, que yo me apellido "Molas", tal cual! y no es broma.”en serio?? Como Mola!! Jajjaja	P+	Edurnity
143354715411988480	Viaje a las embajadas catalanas del derroche - ABC.es http://t.co/sD2LV37R via @abc_es	N+	matrujil
143356195539927042	Este set lo está ganando el público argentino. Del Potro había tirado la toalla, comenzaron a cantar y van ganado. Rafa puede! #VamosRafa	P+	marodriguezb
143358081777139712	“@Ryankuletz: Creo que @edurnity se ha puesto a responder tweets sobre apellidos por el iPhone. #cosasquenuncaentenderas :)”jaajjajajja	P+	Edurnity
143358450691354624	Amonestado el público argentino en La Cartuja!!!	N	anabelenroy_tve
143364774506405888	... Y Rafa saluda a todo el equipo argentino. Qué talla de campeón!!	P+	JuanraLucas
143364815681888257	La quinta ensaladera. Nadal saludando al equipo argentino. Y ahora al público. Oe, oe, oe	P+	anabelenroy_tve
143364900327137280	Ya esta aquí. Ya llegó por fin la quinta ensaladera. Gracias a todos los miembros del equipo hoy mucha gente dormirá feliz.	P+	alferma1
143365066933284864	que grande, ese abrazo de nadal con todo el equipo argentino IMPRESIONANTE. como sabe ganar este campeón!!!	P+	lazaroelmundo
143370650403352576	Grandioso Rafa Nadal!!!!!	P+	Buenafuente
143374898637709314	El público que cante gritando sin parar: "por eso yo te quiero dar Rafa mi corazón, yo te sigo a todas partes..." ¡Gracias por ser ESPAÑOL!	P+	alferma1
143375938397278208	El camino no puede ser otro que más Europa #enmiblog	NONE	jmsoria
143384402423054336	El partido de Putin/Medveded (Rusia Unida) gana los comicios pero sufre una fuerte caía. Segundo partido más votado: Partido Comunista.	NEU	garcia_abadillo
143386588964073473	Madrid ciudad sin niños, aumenta el número de personas que viven solas.	NONE	rafam_simancas
143390430346756096	Felicidades a @RafaelNadal y a todo el equipo español de Copa Davis. Todo un ejemplo de esfuerzo, ilusión y superación. RbCb	P+	_Rubalcaba_
143397042977386497	#donaundia Los 1000 primeros días cruciales para la vida del niño http://t.co/jLUjz5NK ENTRA y COLABORA ( RTs plis )	NONE	mariviromero
143403534468120578	Estoy viendo los editoriales “@jjesusmelian: @pedroj_ramirez cuentalo ya q estamos en el descanso”	NONE	pedroj_ramirez
143414408675196929	Fantásticas, a cual mejor “@MarisolCovelo. qué os parece mi foto de #elprimernaufragio ? http://t.co/ZjCzROgC http://t.co/CH3jjGX1”	P+	pedroj_ramirez
143438321790627841	A mi me parece muy digno que la ministra italiana de Trabajo llore. No me lo parecían las risas de Berlusconi.	N	germanyanke
143448893428998145	"Una entrevista es un punto intermedio entre una sesión de psicoanálisis y un concurso. A veces no tengo respuestas" Fellini	NONE	mjguemes
143452437305495552	En el blog: Lágrimas tecnócratas http://t.co/Y7K9awBr	N	iescolar
143458158097076224	"Los ministros d @marianorajoy : fin de la ineptocracia" @Semanaldigital @PPopular http://t.co/PrsX6XAN	N	alfonsomerlos
143461111788867584	Portada de Público de mañana: Urdangarin SA. Dentro, la lista de las 103 entidades que pagaron a Nóos http://t.co/BP1Bfcl6	N	iescolar
143569425671528449	A por @crackoviadeTV3 !!;)) buenos días queridos twiteros!!;))	P	Carlos_Latre
143580586752229377	Gracias Venezuela!!! http://t.co/UdCRaDkY	P+	enriqueiglesias
143582635455811586	Bdías, Elisabeth. Estoy muy orgulloso de que EM haya localizado en un remoto lugar de Rumania al testigo que no acudió al juicio.	P+	pedroj_ramirez
143591708486148097	Mas es presidente autonómico porque tenemos autogobierno gracias a la Constitución,pero ni la cumple ni la hace cumplir #fueradelaley	N	Albert_Rivera
143617992159272960	Sobre "accidentes"... RT @santigonzalez10 Él había llegado antes http://t.co/yQjNqebS	N	Tonicanto1
143631452465143808	http://t.co/ewFMZ5fc Una lectura de lo que ha ocurrido este fin d semana en #Rusia con #Putin y su partido en @LARAZON_es	NONE	alfonsomerlos
143643482240720896	Dani García recoge en un libro 50 tapas para acercar la cocina a la sociedad http://t.co/Se4fAB9z	P	mariviromero
143643991743803392	El voluntariado invisible http://t.co/CD64WfZF #DiaDelVoluntariado	NONE	mariviromero
143645176269783040	El gobierno chino cree que el país "no está preparado" para protestas sociales - http://t.co/tyMt3Omq	N	anabelenroy_tve
143655052446404608	En el Congreso. Entregando el Acta y haciendo todo el papeleo. Luego os cuento como queda la cosa!	NONE	Tonicanto1
143679075666493441	Que vistas tiene mi amigo @DjDiMartino  desde su casa en almeria! Y esta tarde y esta noche con el en discoteca caramelo	NONE	riverakiko
143689395797626881	UpyD y Amaiur recurriran a la justicia si no logran grupo. La justicia ya dió todo el poder a la mesa del congreso en caso similar.	N	Joss682008
143696388260237312	Hoy abordaremos en @13tv_aldia @13television la gestión privada de los hospitales públicos. ¿qué ganamos los ciudadanos? ¿qué perdemos?	NEU	alfonsomerlos
143703943103528960	Sin Miedo by Rosana, from #SoundHound http://t.co/pl93OEFG	NONE	mariviromero
143710718833852416	Y mientras tanto, el verdadero problema se agrava año tras año http://t.co/J4stXBl8	N+	iescolar
143712322496630784	El sector del lujo cierra el ejercicio con un 25% más de beneficios. ¿Quién sufre la crisis? Pues eso...	NEU	mjguemes
143713822115504128	Que bonito despliegue de seguridad en alfonso XII. Contravigilancia en toda la manzana. Y no es nadie del Gobierno!!!!	P+	estherpalomera
143716894099259392	Uno de los desafíos del periodismo. Encontrar su sitio para no perder la vigilancia del poder via @Clarin_com http://t.co/vgpQHJvs	P	periodistas21
143727355997851648	El @ppandaluz no aceptará el caramelo de una presidencia de dos años en la FAMP si no hay refundación http://t.co/tAgF97e6  @europapress_es	N	antoniosanz
143731999457292288	Sí, raritos q somos...  "Si yo fuera España y se tratara de elegir entre 2 o 3 años de caos y 20 o 30 en la miseria..." http://t.co/69OM6a3R	N	PauladeLasHeras
143737549490372608	RT @PerezHilton @paurubio Que triste es esto, Pau! http://t.co/ZKF4LZOH @JonahMowryReal &lt;3! http://t.co/HBdZNwj5	N	PaulinaRubio
143741539598860288	Joooooo :-) RT @xaviconde Me dice @Tonicanto1, que quiere rapear una estrofa del villancico. Lo siento Toni, aquí tenemos a @Padrinomc.	P	Tonicanto1
143750000407625728	En estos días de traspaso de poderes os recomiendo seguir a 3 personas claves en el proceso @sorayapp @jlayllon y @fatimabanez entre otros	NONE	nacho_uriarte
143760004057542657	Entiendo que CNN conecte por Skype con disidentes en Siria pero que la mayoría de las conexiones ya sean por cámara de móvil ...	NEU	EvaORegan
143764315495862272	Detienen a dos sospechosos por secuestro cooperantes españoles en Tinduf. Intentaron venderlos a AQMI. http://t.co/kkOrMmiw V @plazaro67	N	RodrigoBlazquez
143767817613885440	#ICanAdmit , #elcomecocos10 , Merkel y Sarkozy y #cuatrotuiteros , los TT esta tarde en España	NONE	Albert_Rivera
143770811671646208	El @PPopular no descarta otra ronda de reuniones con ministerios para traspaso de poderes, después de recibir información pedida al gobierno	NONE	Joss682008
143793465787039744	Y hable con el corazón de los afectos Y en esas cosas la Justicia habla idiomas diferentes. Insisto, dusculpad, pero volvería a hacerlo.	NONE	JuanraLucas
143798628799102977	Entiendo los unfollow. Aceptar el desconcierto. Y hasta reconocer errores. Pero creo fuera de lugar anunciar venganza radiofónica. Eso no	P	JuanraLucas
143800453224861696	;-)))) RT @CarlosSerrato82: #FW para @mariviromero y mucha suerte con tu primera entrevista aquí. El hastag es #YNTERVIUMarivi	P+	mariviromero
143801624400363520	"España gasta mas en sanidad que tofo el presupuesto en sanidad" Núñez Feijoo en @Gato_directo	N+	PilarGGranja
143801990751858688	A las 22.30 mi primera entrevista en directo en Twitter. Si Quieres seguirla busca el hastag #YnterviuMarivi  l http://t.co/FVXISuNy	P	mariviromero
143808378119004160	Feliz dia del voluntario... Los hËroes anónimos... Los del sacrificia por eleccion propia. Gracias por tanto.	P+	AlejandroSanz
143810044188823552	Gracias RT @Pepemaras: #YNTERVIUMARIVI Interesante la entrevista de @mariviromero Nuevas herramientas: nuevas formas de comunicar	P+	mariviromero
143814203675906048	Gracias a ti Paco RT @pacorengel: #YNTERVIUMARIVI @mariviromero Muchísimas gracias. Un beso. La cuelgo en un ratito en http://t.co/yK7PeIva	P+	mariviromero
143818232397185024	Una vez q ha hablado el protectorado franco-alemán la Europa a 2 o 3 velocidades está hecha: ahora falta ver dónde queda España	N	carmenmorodo
143822866931130368	Impresionante! Enhorabuena a @enpiedeguerra y un beso a @chiquiesteban : Percebeiros, de David Beriain, a por el Goya! http://t.co/cP7Ae8Sn	P+	SalomeGa
143837923459084288	Sorgiñas, culebras. Cabrones negros de barba larga.	N	alexdelaIglesia
143846069267214337	... enough today... la semana es larga, y seguramente más apasionante de lo recomendable.....	P+	alfonsomerlos
143848339530723328	Me voy a leer un rato 'Un día más con vida' de Ryszard #Kapuscinscki. Gran descubrimiento del reportero polaco. ;) http://t.co/cnha2Jy6	P	RV1805
143853705484177411	Disculpad la vehemencia. Pienso en ello para una peli.	NONE	alexdelaIglesia
143885981412630529	Despegando ya...que lindo mi pais, que linda mi gente!! --Shak	P+	shakira
143891342517481472	SyntekNosa pax ahora actuando. Claaro que si. http://t.co/eBzWtsgc	NONE	AlejandroSanz
143952582036037632	Bono celebra su última fiesta en el Congreso y la pregunta es si habrá un Viva España! Con @JuanraLucas y en RNE, para arrancar.	P	carmenmorodo
143954158037385217	Triste RT @JosepLLuisCerro: RT @skalistrao: "Papá, ¿nosotros qué somos: catalanes o fachas?" :: Barcelona :: Cataluña: http://t.co/7WAkfXUO	N	Albert_Rivera
143977788825808896	Extorsión mafiosa; por Carlos García - en  http://t.co/dBb5qOyt vía @larazon_es	N	carlosdavidgf
143981851952955392	No sé de que se sorprenden algunos. El PP presenta unos presupuestos tarde, sin negociar, cargándose la universidad, recortando derechos...	N	GFVara
143983266272247808	¿Se plantea Rajoy subir el IVA? http://t.co/G7yi7v96	N+	carlos__alsina
143983384643911680	¡Constitución, Constitución!, ¡Cuántos viajes y comidas gratis se han dado en tu nombre!, feliz día.	N+	rafam_simancas
143986601884778496	Buenos días. El hastag debería ser #cincotuiteros, porque yo soy uno de ellos. #cuatrotuiteros	NONE	alexdelaIglesia
